Stationsidentifikationsnummer;Datum;Jahr;Monat;Tag;Qualitätsniveau der nachfolgenden Spalten (QN_3);Tagesmaximum Windspitze;Tagesmittel Windgeschwindigkeit;Qualitätsniveau der nachfolgenden Spalten (QN_4);tägliche Niederschlagshöhe;Niederschlagsform;tägliche Sonnenscheindauer;Tageswert Schneehöhe;Tagesmittel des Bedeckungsgrades;Tagesmittel des Dampfdruckes;Tagesmittel des Luftdrucks;Tagesmittel der Temperatur;Tagesmittel der Relativen Feuchte;Tagesmaximum der Lufttemperatur in 2m Höhe;Tagesminimum der Lufttemperatur in 2m Höhe;Minimum der Lufttemperatur am Erdboden in 5cm Höhe
1048;19840410;1984;04;10;10;8;2,3;10;0,6;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;7;8;990,7;5,9;87;8;3,6;3,4
1048;19840411;1984;04;11;10;-;1,2;10;1,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,4;0;6;9,1;985,9;7,3;89;10,7;4,6;3,9
1048;19840412;1984;04;12;10;5;1,5;10;1,1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;6;9,3;989;7,1;93;8,9;5,8;5,9
1048;19840413;1984;04;13;10;5;0,7;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0,5;0;5;8,1;997,6;6,4;86;9,8;3;2
1048;19840414;1984;04;14;10;6;1,8;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;10;0;1;7,3;994,6;8,9;68;15,8;0,9;-0,6
1048;19840415;1984;04;15;10;9;3,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11,5;0;3;8,1;986,5;14,6;52;22,2;6,4;4,6
1048;19840416;1984;04;16;10;11;3,8;10;13,1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1,8;0;6;8,6;986,4;9,1;76;18,6;3,1;7,1
1048;19840417;1984;04;17;10;10;3;10;0,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";2,9;0;6;7;998,8;4,8;82;9,5;2,3;2,3
1048;19840418;1984;04;18;10;8;1,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;10;0;2;5,9;1003,7;6;66;11,8;0,5;-2,3
1048;19840419;1984;04;19;10;6;1,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;12,7;0;0;5,1;1001,5;7,5;53;12,8;0;-2,6
1048;19840420;1984;04;20;10;8;1,7;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;10,3;0;2;6;998,2;9,7;51;16,5;2,2;-0,3
1048;19840421;1984;04;21;10;6;1,2;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7,7;0;3;7,7;994,9;13,3;51;17,5;7,1;3,7
1048;19840422;1984;04;22;10;5;1,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;8,7;0;3;8,6;992;14,6;53;20,7;7,6;6,6
1048;19840423;1984;04;23;10;9;3,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11;0;1;8,1;993,8;12;60;18,7;5,9;3,9
1048;19840424;1984;04;24;10;7;1,8;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;3,5;0;5;8,3;1000,8;7,9;79;14;4,5;4,1
1048;19840425;1984;04;25;10;5;1,4;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;12,1;0;2;7,5;1001,6;10,5;63;17;2,8;0,3
1048;19840426;1984;04;26;10;12;5,3;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";8,4;0;3;7;993,3;10,1;56;15,7;7,1;4,7
1048;19840427;1984;04;27;10;14;4,6;10;0,9;"nur Schnee; fester Niederschlag bei automatischen Stationen";11,4;0;1;4,3;995,4;4,4;57;11,5;-3;-4,6
1048;19840428;1984;04;28;10;11;3,3;10;2,7;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";2;0;6;6,1;993,1;2,1;86;6,2;-0,2;-0,7
1048;19840429;1984;04;29;10;9;1,7;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;8,2;0;3;6,5;997,9;4,8;77;11,2;-1,9;-3,8
1048;19840430;1984;04;30;10;9;1,8;10;3,1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";3,3;0;4;8,5;988,1;7,9;81;12,1;1,4;-0,6
1048;19840501;1984;05;01;10;10;3,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;9,3;0;4;8,5;978,5;10,7;69;15,7;5,7;5,7
1048;19840502;1984;05;02;10;10;3,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11,9;0;1;9,4;980;14,7;59;21,4;8,2;6,9
1048;19840503;1984;05;03;10;6;1,6;10;0,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";2,4;0;5;11,7;982;16,3;63;20,1;9,6;6,5
1048;19840504;1984;05;04;10;7;1,6;10;2,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";2,4;0;7;13,1;984,8;15,3;77;19;11,5;10,7
1048;19840505;1984;05;05;10;7;2,5;10;0,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;7;14,4;984;14,3;89;17,6;11,7;11,3
1048;19840506;1984;05;06;10;7;1,4;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1,6;0;7;14,2;985,2;13,4;93;17,5;11,9;11,8
1048;19840507;1984;05;07;10;10;2,3;10;1,1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;6;9,3;986,5;6,3;96;12,4;2,9;5,7
1048;19840508;1984;05;08;10;7;2,6;10;2,5;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";2,7;0;5;7,2;989,4;5,6;80;8,7;2,6;0,9
1048;19840509;1984;05;09;10;7;1,5;10;0,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";5,2;0;5;7,4;991,1;7,1;75;12,7;2;0,8
1048;19840510;1984;05;10;10;9;2,3;10;0,1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";4;0;6;7,9;988,8;7,1;79;12,2;1,7;0,4
1048;19840511;1984;05;11;10;12;4,2;10;0,8;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1,3;0;6;8;990,3;6,2;86;10,3;0,8;-0,3
1048;19840512;1984;05;12;10;11;4,8;10;6,9;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;8;8,6;992,5;5,5;95;6,8;4,1;4,3
1048;19840513;1984;05;13;10;7;2,1;10;7,4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;8;10,4;990,6;7,6;99;9,9;5,7;5,6
1048;19840514;1984;05;14;10;7;1,5;10;0,9;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;8;11,3;984;9,3;96;10,9;7,7;7,6
1048;19840515;1984;05;15;10;6;1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;3,8;0;6;11,2;978,7;12,3;80;16,8;9,4;9,1
1048;19840516;1984;05;16;10;11;3,3;10;2,7;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";9,6;0;4;11,8;972,3;16,3;65;23;9,6;6,3
1048;19840517;1984;05;17;10;17;2,8;10;0,5;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";8;0;4;12,1;976,3;14,1;76;20;9,6;7,8
1048;19840518;1984;05;18;10;5;1,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11,3;0;2;11,3;985;16;65;21,7;10;8,6
1048;19840519;1984;05;19;10;9;2,5;10;0,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";13,8;0;3;10,9;978,6;18,5;55;24,7;11;8,8
1048;19840520;1984;05;20;10;8;2,9;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";5,1;0;5;11,2;976,4;17,2;59;21,7;12,6;11,3
1048;19840521;1984;05;21;10;13;3,5;10;1,5;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,1;0;6;13,9;966,9;16,4;74;20;14,6;13,4
1048;19840522;1984;05;22;10;11;4,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0,7;0;6;10,4;977,4;12,4;73;14,9;10,5;9,7
1048;19840523;1984;05;23;10;10;1,9;10;2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";4,3;0;4;10,5;977,1;13,5;69;17,9;7,7;6,7
1048;19840524;1984;05;24;10;8;3,9;10;4,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,3;0;7;10,7;972,6;10,7;83;14,4;8,4;5,4
1048;19840525;1984;05;25;10;9;2,8;10;4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,9;0;7;12,4;973;11,8;90;15,4;9,6;9,3
1048;19840526;1984;05;26;10;7;1,7;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,4;0;6;12;978,6;13,8;78;19,9;9,8;8,6
1048;19840527;1984;05;27;10;9;2,1;10;1,9;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";7,9;0;4;11,9;979,2;16,3;67;23,4;10,1;7,6
1048;19840528;1984;05;28;10;8;2,5;10;0,9;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,1;0;6;13,4;977,9;12,9;90;17,4;11,7;10,7
1048;19840529;1984;05;29;10;7;2,5;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;8;10,6;979,8;10,9;81;12,4;9,5;8,7
1048;19840530;1984;05;30;10;8;1,8;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;10,2;0;4;9,2;982,4;13,3;63;19,2;6,6;4,7
1048;19840531;1984;05;31;10;10;1,5;10;0,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";3,5;0;5;10,3;984,4;14;67;19,3;7,1;5,3
1048;19840601;1984;06;01;10;9;1,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11,4;0;1;11,3;984,1;15,3;67;21,1;9,2;7
1048;19840602;1984;06;02;10;7;1,9;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";6,5;0;3;11,9;988;17,9;60;24,2;10,8;9,8
1048;19840603;1984;06;03;10;12;3,1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;10,1;0;4;12,7;984,1;21,4;53;28;12,7;9,7
1048;19840604;1984;06;04;10;13;4,4;10;3,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";11;0;3;14,5;975,7;21,4;60;28,3;15,6;17
1048;19840605;1984;06;05;10;7;2;10;17,4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";3,6;0;6;14,4;978,9;14;91;17,7;12,2;12,1
1048;19840606;1984;06;06;10;9;3,7;10;3,6;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;8;12,9;980,4;11,1;97;16,3;9,6;12
1048;19840607;1984;06;07;10;9;3,7;10;0,8;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";5,2;0;6;10,8;980,8;13,4;71;17;9,3;8,6
1048;19840608;1984;06;08;10;12;5;10;3,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;7;12,3;976,1;11,5;91;15,3;9,6;9,7
1048;19840609;1984;06;09;10;11;4,4;10;0,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;7;11,8;984,6;11,6;86;13,2;10,4;8,9
1048;19840610;1984;06;10;10;13;4,2;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;4,5;0;7;11,1;991,6;12,1;79;17;8,8;8,9
1048;19840611;1984;06;11;10;13;3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7,4;0;5;9,7;996,6;11,8;70;15,2;9,5;8,1
1048;19840612;1984;06;12;10;5;1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;9,6;0;3;8,2;1000,2;12,2;61;17,6;5,4;4,1
1048;19840613;1984;06;13;10;10;3,2;10;0,5;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";4,2;0;5;11,2;994,8;16,9;57;23;8,3;6,7
1048;19840614;1984;06;14;10;14;4,2;10;1,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1;0;7;15,7;989,6;16,6;84;20,5;14,3;14,1
1048;19840615;1984;06;15;10;11;5;10;3,8;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,2;0;6;11,2;991,2;12,2;79;15,1;8,6;7,5
1048;19840616;1984;06;16;10;10;3,5;10;0,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,1;0;7;12;993,2;11,3;90;13,8;9,8;9,6
1048;19840617;1984;06;17;10;5;1,3;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1,2;0;6;12,2;994,9;13,6;79;16,7;9,9;9,7
1048;19840618;1984;06;18;10;-;0,6;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0,8;0;6;13,3;998,5;15,3;77;19,3;11,6;10,8
1048;19840619;1984;06;19;10;5;1,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11,8;0;1;13,1;1000,1;17,2;69;22,6;10,6;9,3
1048;19840620;1984;06;20;10;7;1,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;12,2;0;1;14,1;994,1;19,7;64;26;12,3;11,5
1048;19840621;1984;06;21;10;8;2,3;10;2,9;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";4,4;0;5;15,7;983,3;20,6;66;28,1;15,5;12,8
1048;19840622;1984;06;22;10;9;2,8;10;0,5;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";4,4;0;6;13,4;984,5;16,6;72;22,2;12;11,9
1048;19840623;1984;06;23;10;17;5,8;10;6,1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";5,1;0;7;11,3;981,2;14,3;69;19;10,7;14,2
1048;19840624;1984;06;24;10;12;4,9;10;1,6;flüssiger und fester Niederschlag (ohne Schnee) zugleich oder abwechselnd gefallen;3,9;0;6;9,2;984,2;11,3;69;14,8;9,1;7,6
1048;19840625;1984;06;25;10;12;6,3;10;4,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";2,5;0;6;10;986,4;10,7;77;13,7;7,7;6,7
1048;19840626;1984;06;26;10;13;5,9;10;0,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1,2;0;7;11,2;989,5;11,5;83;15,6;8,6;8,5
1048;19840627;1984;06;27;10;11;4,2;10;1,1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";4,8;0;7;12,2;990,3;15,9;68;21,4;10,9;10,7
1048;19840628;1984;06;28;10;8;2,5;10;0,8;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";3,1;0;7;13,7;984,6;15;81;19,7;12,6;12,3
1048;19840629;1984;06;29;10;10;3,2;10;1,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";5,3;0;5;10,3;985,8;12,1;75;15,8;8,9;9,1
1048;19840630;1984;06;30;10;12;3,4;10;3,7;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";4,5;0;5;9,9;987,4;11,4;74;15,8;8,1;5,4
1048;19840701;1984;07;01;10;9;3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,7;0;4;10,3;992;12,5;73;18,5;7,7;6,9
1048;19840702;1984;07;02;10;6;1,3;10;4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,8;0;5;12,2;985,9;12,5;84;17,4;8,9;6,1
1048;19840703;1984;07;03;10;11;4;10;6,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,3;0;7;11,7;987,8;10,4;93;14,1;8,9;7,5
1048;19840704;1984;07;04;10;8;3,5;10;1,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;7;11,9;992,7;10,9;91;13,7;9,1;8,2
1048;19840705;1984;07;05;10;9;3,8;10;1,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,2;0;7;11,4;993,4;11,2;86;13,4;9,7;8,8
1048;19840706;1984;07;06;10;8;3,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0;0;7;11,9;993,7;11,4;89;13,3;9,4;9,3
1048;19840707;1984;07;07;10;-;0,8;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,7;0;5;12,1;996,2;14,2;77;19,7;10;8,6
1048;19840708;1984;07;08;10;8;2,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;14,7;0;0;11,1;995,2;17,5;59;24,2;10,1;8,1
1048;19840709;1984;07;09;10;8;2,7;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;15,1;0;0;11,7;991;20,8;51;28,1;12,7;10,6
1048;19840710;1984;07;10;10;7;2,1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;13,8;0;2;16,2;989,2;25,2;52;33,5;16,1;14,5
1048;19840711;1984;07;11;10;10;3,7;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";13,3;0;0;18,1;986,8;29;47;35,8;21;19,2
1048;19840712;1984;07;12;10;13;4,1;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";10,8;0;4;16,6;990,7;24,5;55;32,4;20,9;20,3
1048;19840713;1984;07;13;10;14;3,5;10;3,9;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";9,2;0;5;15,4;990,6;20,7;65;27,5;16,7;15
1048;19840714;1984;07;14;10;11;4,3;10;1,7;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";8;0;5;13,2;988,9;17,8;66;24;14,2;13,5
1048;19840715;1984;07;15;10;8;3;10;7,7;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,5;0;7;16,3;979,8;16,5;86;18,8;14,9;14,9
1048;19840716;1984;07;16;10;12;4,5;10;10,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1,2;0;7;14;982,4;13,2;92;16,6;12,3;11,4
1048;19840717;1984;07;17;10;11;5,5;10;7,2;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;8;13,4;986,4;12,3;93;13,7;10,8;10,2
1048;19840718;1984;07;18;10;11;4,6;10;4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,3;0;7;12,7;991;14;79;17,5;11,5;10,4
1048;19840719;1984;07;19;10;7;2,5;10;3,4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;8;14,6;990,1;13,7;94;15,3;12,5;12,3
1048;19840720;1984;07;20;10;7;2,8;10;0,6;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1,2;0;7;13,6;991,9;14,4;84;17,8;12,5;12,3
1048;19840721;1984;07;21;10;7;3,3;10;0,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";4;0;6;13;991,6;14,5;80;18,7;11,7;11,3
1048;19840722;1984;07;22;10;7;2,8;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;2,7;0;4;12,2;992,8;14,5;74;19,1;10,7;9,1
1048;19840723;1984;07;23;10;7;2,4;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;2,8;0;5;12;994,3;14,7;72;18,1;11,7;11,3
1048;19840724;1984;07;24;10;8;2,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,5;0;5;11,9;993,1;14,4;74;18,9;10,6;7,8
1048;19840725;1984;07;25;10;7;2;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";10,4;0;3;12,2;990,9;15,9;69;21,1;11,2;9,3
1048;19840726;1984;07;26;10;9;3,7;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,1;0;7;13,2;990,2;13,7;84;18,6;10,9;9,2
1048;19840727;1984;07;27;10;14;5,5;10;4,9;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";2,4;0;7;12,4;993;14,1;78;17,8;10,8;10,4
1048;19840728;1984;07;28;10;7;2,5;10;1,7;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,6;0;7;14,1;992,2;14;88;17;11,7;11,7
1048;19840729;1984;07;29;10;8;3,4;10;1,7;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";3,8;0;5;17,1;990,6;17,4;86;22,3;13,8;13,6
1048;19840730;1984;07;30;10;5;1,9;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11,8;0;0;16,1;990,8;21,5;67;28,1;15;13,9
1048;19840731;1984;07;31;10;8;2,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;10,7;0;1;17,7;989,6;25;56;31,3;19,3;17,3
1048;19840801;1984;08;01;10;9;3,1;10;25;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";3,4;0;4;19;991,2;20,5;80;29,4;17,7;18,6
1048;19840802;1984;08;02;10;8;3,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;9,8;0;4;15,1;993,7;17,8;76;22,2;14,6;14,3
1048;19840803;1984;08;03;10;7;2,1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;8,4;0;2;15,6;992,6;21,2;64;28,1;13,1;12,3
1048;19840804;1984;08;04;10;6;2,2;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;13,1;0;1;16,8;991,9;23,2;60;28,6;17,5;14,1
1048;19840805;1984;08;05;10;8;1,8;10;1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1,6;0;5;19,1;991,7;18,8;88;24,4;16,6;16,3
1048;19840806;1984;08;06;10;8;2,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;9,5;0;3;14,9;993,4;18,5;71;23;15,3;13
1048;19840807;1984;08;07;10;6;2,1;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";2;0;6;14,2;994,2;16,5;77;21,3;11,5;9,7
1048;19840808;1984;08;08;10;5;1,8;10;1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;8;16,6;991,9;15,9;92;19,4;14,1;14,2
1048;19840809;1984;08;09;10;5;1,4;10;24,5;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0,2;0;7;17,9;991,7;17,3;91;19,9;15,1;15,3
1048;19840810;1984;08;10;10;7;2,8;10;0,4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;7;18,4;988,9;17;94;19,5;15,6;15,7
1048;19840811;1984;08;11;10;5;1,9;10;23,4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;7;18,5;985,4;16,9;96;18,3;15,2;15,5
1048;19840812;1984;08;12;10;8;3;10;1,4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";5,8;0;5;16,2;988,7;17,1;84;21,1;15;15,9
1048;19840813;1984;08;13;10;7;0,9;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11,3;0;3;13,4;990,4;17;71;21,6;12,7;9,9
1048;19840814;1984;08;14;10;-;1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;13,3;0;0;12,2;988,3;17,5;64;23,7;9,6;8,8
1048;19840815;1984;08;15;10;7;2;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";3,6;0;5;14,1;989,6;16,1;77;21,6;13;12,1
1048;19840816;1984;08;16;10;9;1,8;10;1,5;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";1,7;0;6;14,4;991,5;15,4;83;20,2;12;9,8
1048;19840817;1984;08;17;10;6;2;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;9,7;0;3;13,3;993,7;16;74;20,2;10,7;9
1048;19840818;1984;08;18;10;8;2,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,4;0;6;12,7;996,3;15,2;75;19;11;9,3
1048;19840819;1984;08;19;10;-;0,9;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,6;0;5;13,3;998;16,7;72;21,2;12,7;11,3
1048;19840820;1984;08;20;10;-;1,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;8,7;0;2;14,5;996,1;18,3;70;24;11,8;10,8
1048;19840821;1984;08;21;10;5;1,1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7;0;1;15,3;993,9;19,6;68;25,3;14,4;13,2
1048;19840822;1984;08;22;10;6;1,4;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;10,9;0;0;14,9;990,9;20;67;26,4;13,3;12,4
1048;19840823;1984;08;23;10;8;2,1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11,6;0;0;13,4;988,4;20,7;57;26,7;15,1;12,2
1048;19840824;1984;08;24;10;8;2,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;12,1;0;0;14,9;982,8;20,9;61;27,6;14,1;10,9
1048;19840825;1984;08;25;10;5;2;10;2,7;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";8;0;2;17,8;981,8;20,3;76;25,6;16;13,2
1048;19840826;1984;08;26;10;6;1,8;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0,1;0;7;16,6;985,7;16,3;90;20,6;15,5;15,2
1048;19840827;1984;08;27;10;6;1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;11,8;0;2;11,5;991,9;15,9;66;21,5;9,7;6,7
1048;19840828;1984;08;28;10;5;1,5;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;12,7;0;0;11,4;993,9;16,5;63;23,6;8,8;6,7
1048;19840829;1984;08;29;10;7;2,4;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;8,2;0;1;13,8;991,7;18,4;67;25,1;11,9;11,1
1048;19840830;1984;08;30;10;8;3,4;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";6;0;5;14,3;990,9;19,3;65;24,3;15,3;12,8
1048;19840831;1984;08;31;10;11;4,8;10;0;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";8,6;0;4;15,4;989,5;20,7;64;26,3;17,2;16,3
1048;19840901;1984;09;01;10;12;4,8;10;1,6;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";6,3;0;5;15,8;988,1;20;68;24,6;17,1;16,9
1048;19840902;1984;09;02;10;7;2,1;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,3;0;5;16;990,8;17,4;82;22;14;13,7
1048;19840903;1984;09;03;10;17;5,3;10;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,4;0;3;14,8;986,5;20,4;62;28,5;15,6;13,4
1048;19840904;1984;09;04;10;12;4,9;10;0,1;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";5,1;0;5;14,8;982,2;21,1;60;26;18;15,7
1048;19840905;1984;09;05;10;9;3;10;3,4;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;7;13;980,7;14;82;21,8;11,7;12,9
1048;19840906;1984;09;06;10;-;1;10;10,3;"nur Regen; flüssiger Niederschlag bei automatischen Stationen";0;0;8;12,2;986,8;10,4;97;11,8;8,5;8,5
